nID;nID_Service;nID_City;nID_Region;nID_ServiceType;oData;sURL;bHidden;nID_Subject_Operator;bTest;sNote;asAuth;nID_Place;nID_Server
1064;1470;;5;4;"{""processDefinitionId"":""common_mreo_12:1:1""}";;false;12;false;;BankID,EDS;50005;6
186;176;;5;4;"{""processDefinitionId"":""kiev_dms_zagran:1:1""}";;false;288;false;;BankID,EDS;50005;6
187;177;;5;4;"{""processDefinitionId"":""kiev_dms-288:1:1""}";;false;288;false;;BankID,EDS;50005;6
188;28;;5;4;"{""processDefinitionId"":""kiev_dms-205ID:1:1""}";;false;205;false;;BankID,EDS;50005;6
311;1464;;5;4;"{""processDefinitionId"":""common_mreo_4:1:58""}";;false;12;false;;BankID,EDS;50005;6
337;39;;5;4;"{""processDefinitionId"":""kyiv_mda_1194:1:1""}";;false;1;true;;BankID,EDS;50005;6
339;1507;;5;4;"{""processDefinitionId"":""kiev_mda_832budad:1:1""}";;false;1;true;;BankID,EDS;50005;6
1061;1467;;5;4;"{""processDefinitionId"":""common_mreo_9:1:1""}";;false;12;false;;BankID,EDS;50005;6
1062;1468;;5;4;"{""processDefinitionId"":""common_mreo_10:1:1""}";;false;12;false;;BankID,EDS;50005;6
1063;1469;;5;4;"{""processDefinitionId"":""common_mreo_11:1:1""}";;false;12;false;;BankID,EDS;50005;6
1065;1463;;5;4;"{""processDefinitionId"":""common_mreo_6:1:1""}";;false;12;false;;BankID,EDS;50005;6
1066;1471;;5;4;"{""processDefinitionId"":""common_mreo_13:1:1""}";;false;12;false;;BankID,EDS;50005;6
1067;1465;;5;4;"{""processDefinitionId"":""common_mreo_7:1:1""}";;false;12;false;;BankID,EDS;50005;6
1068;1415;;5;4;"{""processDefinitionId"":""common_mreo_3:1:1""}";;false;311;true;;BankID,EDS;50005;6
1201;241;;5;4;"{""processDefinitionId"":""kiev_mda_1194:1:1""}";;false;1;true;;BankID,EDS;50005;6
2561;1506;;5;4;"{""processDefinitionId"":""Kiev_mda_833dgk:1:1""}";;false;1;true;;BankID,EDS;50005;6
2566;1508;;5;4;"{""processDefinitionId"":""kiev_arch_827:1:1""}";;false;18;true;;BankID,EDS,KK;50005;6
2588;1509;;5;4;"{""processDefinitionId"":""kiev_arch_828:1:1""}";;false;18;true;;BankID,EDS,KK;50005;6
2601;173;;5;4;"{""processDefinitionId"":""kiev_dms-227ID:1:1""}";;false;205;false;;BankID,EDS;50005;6
2602;175;;5;4;"{""processDefinitionId"":""kiev_dms-257ID:1:1""}";;false;205;false;;BankID,EDS;50005;6
2603;1431;;5;4;"{""processDefinitionId"":""kiev_dms-272ID:1:1""}";;false;205;false;;BankID,EDS;50005;6
2604;1510;;5;4;"{""processDefinitionId"":""kiev_mda_834:1:1""}";;false;18;true;;BankID,EDS,KK;50005;6
1;1;2;;1;{};https://null.igov.org.ua;true;1;true;Перейдя на этот сайт Вы сможете получить услугу;BankID,EDS,KK;2;0
2;1;;2;3;;https://lviv.igov.org.ua;true;1;true;;BankID,EDS;50002;0
3;2;1;;4;"{""processDefinitionId"":""CivilCardAccountlRequest:4:12564""}";;false;1;true;;BankID,EDS,KK;1;0
4;659;115;;4;"{""processDefinitionId"":""kuznetsovsk_mvk_2:1:1""}";;false;212;false;;BankID,EDS;115;0
5;160;;9;4;"{""processDefinitionId"":""dnepr_cnap_267:1:1""}";;false;284;false;;BankID,EDS;50009;0
6;710;594;;4;"{""processDefinitionId"":""lviv_mvk_701:1:1""}";;false;212;false;;BankID,EDS;594;0
7;6;4;;4;"{""processDefinitionId"":""ivFrank_mvk_2:4:12566""}";;false;1;true;;BankID,EDS;4;0
8;160;;1;4;"{""processDefinitionId"":""dnepr_cnap_267:1:1""}";;false;284;false;;BankID,EDS;50001;0
9;4;71;;4;"{""processDefinitionId"":""cnap_293:1:1""}";;false;225;false;;BankID,EDS;71;0
10;4;143;;4;"{""processDefinitionId"":""cnap_293:1:1""}";;false;212;false;;BankID,EDS;143;0
11;99;102;;4;"{""processDefinitionId"":""dnepr_cnap_231:1:1""}";;false;225;false;;BankID,EDS;102;0
12;101;;;1;{};http://map.land.gov.ua/kadastrova-karta;false;1;false;Ви можете отримати послугу на сайті Публічної кадастрової карти України;BankID,EDS;;0
13;473;594;;4;"{""processDefinitionId"":""lviv_mvk_743:1:1""}";;false;212;false;;BankID,EDS;594;0
14;659;227;;4;"{""processDefinitionId"":""kuznetsovsk_mvk_2:1:1""}";;false;212;true;;BankID,EDS;227;0
15;659;319;;4;"{""processDefinitionId"":""kuznetsovsk_mvk_2:1:1""}";;false;212;false;;BankID,EDS;319;0
16;4;24;;4;"{""processDefinitionId"":""cnap_293:1:1""}";;false;225;true;;BankID,EDS;24;0
17;4;319;;4;"{""processDefinitionId"":""cnap_293:1:1""}";;false;212;true;;BankID,EDS;319;0
18;17;15;;4;"{""processDefinitionId"":""nikolaev_oda_2:1:1""}";;false;220;false;;BankID,EDS;15;0
19;18;15;;4;"{""processDefinitionId"":""nikolaev_oda_3:4:12552""}";;false;1;true;;BankID,EDS;15;0
20;19;15;;4;"{""processDefinitionId"":""nikolaev_oda_4:4:12558""}";;false;1;true;;BankID,EDS;15;0
21;20;15;;4;"{""processDefinitionId"":""nikolaev_oda_1:4:12549""}";;false;1;true;;BankID,EDS;15;0
22;11;471;;4;"{""processDefinitionId"":""rda_360:1:1""}";;false;212;true;;BankID,EDS;471;0
23;659;55;;4;"{""processDefinitionId"":""kuznetsovsk_mvk_2:1:1""}";;false;212;false;;BankID,EDS;55;0
24;1410;28;;4;"{""processDefinitionId"":""dnepr_cnap_243:1:1""}";;false;225;false;;BankID,EDS;28;0
25;23;8;;4;"{""processDefinitionId"":""zhitomir_mvk_2:1:1""}";;false;225;false;;BankID,EDS;8;0
26;99;37;;4;"{""processDefinitionId"":""dnepr_cnap_231:1:1""}";;false;225;false;;BankID,EDS;37;0
27;99;469;;4;"{""processDefinitionId"":""dnepr_cnap_231:1:1""}";;false;225;true;;BankID,EDS;469;0
28;99;67;;4;"{""processDefinitionId"":""dnepr_cnap_231:1:1""}";;false;225;true;;BankID,EDS;67;0
29;1429;594;;4;"{""processDefinitionId"":""dnepr_cnap_268:1:1""}";;false;212;false;;BankID,EDS;594;0
30;99;182;;4;"{""processDefinitionId"":""dnepr_cnap_231:1:1""}";;false;225;false;;BankID,EDS;182;0
31;1;;23;4;"{""processDefinitionId"":""common_mvd_1_hand:1:58""}";;false;306;true;;BankID,EDS;50023;0
32;456;594;;4;"{""processDefinitionId"":""nikopol_cnap_268_dovidka:1:1""}";;false;212;false;;BankID,EDS;594;0
33;1;;1;4;"{""processDefinitionId"":""common_mvd_1_hand:1:58""}";;false;306;false;;BankID,EDS;50001;0
34;161;;6;4;"{""processDefinitionId"":""ternopol_oda_209:1:1""}";;false;161;false;;BankID,EDS;50006;0
35;4;19;;1;{};http://my.vmr.gov.ua;false;1;false;Замовити послугу можна на сайті Вінницької міськради після реєстрації в Персональному кабінеті;BankID,EDS;19;0
36;686;19;;1;{};http://my.vmr.gov.ua;false;1;false;Замовити послугу можна на сайті Вінницької міськради після реєстрації в Персональному кабінеті;BankID,EDS;19;0
37;98;19;;1;{};http://my.vmr.gov.ua;false;1;false;Замовити послугу можна на сайті Вінницької міськради після реєстрації в Персональному кабінеті;BankID,EDS;19;0
38;6;19;;1;{};http://my.vmr.gov.ua;false;1;false;Замовити послугу можна на сайті Вінницької міськради після реєстрації в Персональному кабінеті;BankID,EDS;19;0
39;109;19;;1;{};http://my.vmr.gov.ua;false;1;false;Замовити послугу можна на сайті Вінницької міськради після реєстрації в Персональному кабінеті;BankID,EDS;19;0
40;478;19;;1;{};http://my.vmr.gov.ua;false;1;false;Замовити послугу можна на сайті Вінницької міськради після реєстрації в Персональному кабінеті;BankID,EDS;19;0
41;176;27;;4;"{""processDefinitionId"":""dnepr_dms_passport:1:1""}";;false;288;true;;BankID,EDS;27;0
42;9;19;;1;{};http://my.vmr.gov.ua;false;1;false;Замовити послугу можна на сайті Вінницької міськради після реєстрації в Персональному кабінеті;BankID,EDS;19;0
43;474;19;;1;{};http://my.vmr.gov.ua;false;1;false;Замовити послугу можна на сайті Вінницької міськради після реєстрації в Персональному кабінеті;BankID,EDS;19;0
44;475;19;;1;{};http://my.vmr.gov.ua;false;1;false;Замовити послугу можна на сайті Вінницької міськради після реєстрації в Персональному кабінеті;BankID,EDS;19;0
45;476;19;;1;{};http://my.vmr.gov.ua;false;1;false;Замовити послугу можна на сайті Вінницької міськради після реєстрації в Персональному кабінеті;BankID,EDS;19;0
46;1392;19;;1;{};http://my.vmr.gov.ua;false;1;false;Замовити послугу можна на сайті Вінницької міськради після реєстрації в Персональному кабінеті;BankID,EDS;19;0
47;477;19;;1;{};http://my.vmr.gov.ua;false;1;false;Замовити послугу можна на сайті Вінницької міськради після реєстрації в Персональному кабінеті;BankID,EDS;19;0
48;179;;1;4;"{""processDefinitionId"":""dnepr_dms-835:1:1""}";;false;288;false;;BankID,EDS;50001;0
49;482;19;;1;{};http://my.vmr.gov.ua;false;1;false;Замовити послугу можна на сайті Вінницької міськради після реєстрації в Персональному кабінеті;BankID,EDS;19;0
50;483;19;;1;{};http://my.vmr.gov.ua;false;1;false;Замовити послугу можна на сайті Вінницької міськради після реєстрації в Персональному кабінеті;BankID,EDS;19;0
51;59;;1;4;"{""processDefinitionId"":""dnepr_cnap_265:1:1""}";;false;284;false;;BankID,EDS;50001;0
52;484;19;;1;{};http://my.vmr.gov.ua;false;1;false;Замовити послугу можна на сайті Вінницької міськради після реєстрації в Персональному кабінеті;BankID,EDS;19;0
53;485;19;;1;{};http://my.vmr.gov.ua;false;1;false;Замовити послугу можна на сайті Вінницької міськради після реєстрації в Персональному кабінеті;BankID,EDS;19;0
54;667;19;;1;{};http://my.vmr.gov.ua;false;1;false;Замовити послугу можна на сайті Вінницької міськради після реєстрації в Персональному кабінеті;BankID,EDS;19;0
55;660;19;;1;{};http://my.vmr.gov.ua;false;1;false;Замовити послугу можна на сайті Вінницької міськради після реєстрації в Персональному кабінеті;BankID,EDS;19;0
56;617;19;;1;{};http://my.vmr.gov.ua;false;1;false;Замовити послугу можна на сайті Вінницької міськради після реєстрації в Персональному кабінеті;BankID,EDS;19;0
57;50;19;;1;{};http://my.vmr.gov.ua;false;1;false;Замовити послугу можна на сайті Вінницької міськради після реєстрації в Персональному кабінеті;BankID,EDS;19;0
58;85;19;;1;{};http://my.vmr.gov.ua;false;1;false;Замовити послугу можна на сайті Вінницької міськради після реєстрації в Персональному кабінеті;BankID,EDS;19;0
59;957;476;;4;"{""processDefinitionId"":""dnepr_cnap_238a:1:1""}";;false;225;true;;BankID,EDS;476;0
60;957;109;;4;"{""processDefinitionId"":""dnepr_cnap_238a:1:1""}";;false;225;false;;BankID,EDS;109;0
61;46;182;;4;"{""processDefinitionId"":""dnepr_cnap_232:1:1""}";;false;225;false;;BankID,EDS;182;0
62;46;28;;4;"{""processDefinitionId"":""dnepr_cnap_232:1:1""}";;false;225;false;;BankID,EDS;28;0
63;176;;1;4;"{""processDefinitionId"":""dnepr_dms_passport:1:1""}";;false;288;false;;BankID,EDS;50001;0
64;102;212;;4;"{""processDefinitionId"":""dnepr_cnap_211:1:1""}";;false;225;false;;BankID,EDS;212;0
65;46;37;;4;"{""processDefinitionId"":""dnepr_cnap_232:1:1""}";;false;225;false;;BankID,EDS;37;0
66;46;468;;4;"{""processDefinitionId"":""dnepr_cnap_232:1:1""}";;false;225;false;;BankID,EDS;468;0
67;46;67;;4;"{""processDefinitionId"":""dnepr_cnap_232:1:1""}";;false;225;true;;BankID,EDS;67;0
68;47;182;;4;"{""processDefinitionId"":""dnepr_cnap_233:1:1""}";;false;225;false;;BankID,EDS;182;0
69;47;28;;4;"{""processDefinitionId"":""dnepr_cnap_233:1:1""}";;false;225;false;;BankID,EDS;28;0
70;47;102;;4;"{""processDefinitionId"":""dnepr_cnap_233:1:1""}";;false;225;false;;BankID,EDS;102;0
71;47;37;;4;"{""processDefinitionId"":""dnepr_cnap_233:1:1""}";;false;225;false;;BankID,EDS;37;0
72;47;154;;4;"{""processDefinitionId"":""dnepr_cnap_233:1:1""}";;false;225;false;;BankID,EDS;154;0
73;13;130;;4;"{""processDefinitionId"":""hmel_cnap_349:1:1""}";;false;225;false;;BankID,EDS;130;0
74;624;19;;1;{};http://my.vmr.gov.ua;false;1;false;Замовити послугу можна на сайті Вінницької міськради після реєстрації в Персональному кабінеті;BankID,EDS;19;0
75;629;;;1;{};http://geoinf.kiev.ua/wp/interaktyvni-karty-spetsdozvoliv.htm;false;1;false;За наступним посиланням Ви зможете переглянути інтерактивну карту із можливістю фільтрації на різні типи шарів та за різноманітними атрибутами. Веріфікація не потрібна;BankID,EDS;;0
76;630;;;1;{};http://geoinf.kiev.ua/wp/interaktyvna-karta-rodovyshch-korysnykh-kopalyn.htm;false;1;false;За наступним посиланням Ви зможете переглянути інтерактивну карту із можливістю фільтрації на різні типи шарів та за різноманітними атрибутами. Веріфікація не потрібна;BankID,EDS;;0
77;631;;;1;{};http://geoinf.kiev.ua/katalog-fondu/;false;1;false;Пошук за каталогом геологічних досліджень у каталозі фонду (більше 60.000 матеріалів) за різноманітними атрибутами. Веріфікація не потрібна;BankID,EDS;;0
78;632;;;1;{};http://geoinf.kiev.ua/zayavy-na-otrymannya-spedozvoliv-na-korystuvannya-nadramy/;false;1;false;Перевірка статусу заяви на отримання спедозволів на користування надрами за різноманітними атрибутами. Веріфікація не потрібна;BankID,EDS;;0
79;647;;;1;{};https://e-dabi.gov.ua/;true;1;false;Для реєстрації Вам знадобиться електронно-цифровий підпис;BankID,EDS;;0
80;80;;;1;{};https://usr.minjust.gov.ua/paidextract;false;1;false;Для запиту Вам не знадобляться електронно-цифровий підпис або BankID. Послуга платна згідно тарифам, вказаним на сайті Міністерства Юстиції;BankID,EDS;;0
81;499;;;1;{};https://e-dabi.gov.ua/;true;1;false;Для реєстрації Вам знадобиться електронно-цифровий підпис;BankID,EDS;;0
82;55;;;1;{};https://e-dabi.gov.ua/;true;1;false;Для реєстрації Вам знадобиться електронно-цифровий підпис;BankID,EDS;;0
83;173;149;;4;"{""processDefinitionId"":""dnepr_dms-227ID:1:1""}";;false;205;false;;BankID,EDS;149;0
84;175;149;;4;"{""processDefinitionId"":""dnepr_dms-257ID:1:1""}";;false;205;false;;BankID,EDS;149;0
85;28;149;;4;"{""processDefinitionId"":""dnepr_dms-205ID:1:1""}";;false;205;false;;BankID,EDS;149;0
86;1431;149;;4;"{""processDefinitionId"":""dnepr_dms-272ID:1:1""}";;false;205;false;;BankID,EDS;149;0
87;174;149;;4;"{""processDefinitionId"":""dnepr_dms-272ID:1:1""}";;false;205;true;;BankID,EDS;149;0
88;25;149;;4;"{""processDefinitionId"":""dnepr_dms-280ID:1:1""}";;false;205;false;;BankID,EDS;149;0
89;650;;;1;{};http://rrpdoc.informjust.ua/;false;1;false;"Пошук документу відбувається за параметрами документу: 1.1. Тип документу; 1.2. Індексний номер документу; 1.3. Дата формування документу – у форматі: ДД.ММ.РРРР, де ДД – число, ММ – місяць, РРРР – рік; 1.4. Час формування документу";BankID,EDS;;0
90;651;;;1;{};https://kap.minjust.gov.ua/services/rbadescription;false;1;false;Для одержання послуги потрібно бути зареєстрованим користувачем Кабінету електронних сервісів на сайті Министерства Юстиції;BankID,EDS;;0
91;81;;;1;{};https://usr.minjust.gov.ua/paidextract;false;1;false;Для запиту Вам не знадобляться електронно-цифровий підпис або BankID. Послуга платна згідно тарифам, вказаним на сайті Міністерства Юстиції;BankID,EDS;;0
92;653;;;1;{};http://dzmi.informjust.ua/;true;1;true;Доступ до інформації про легалізацію (реєстрацію) політичних партій, громадських організацій, профспілок, організацій роботодавців, асоціацій кредитних спілок, благодійних організацій та ін.;BankID,EDS;;0
93;648;;;1;{};http://rgo.informjust.ua/;true;1;true;Можливість отримати відомості про реєстрацію об'єднань у формі громадської організації або громадської спілки.;BankID,EDS;;0
94;47;67;;4;"{""processDefinitionId"":""dnepr_cnap_233:1:1""}";;false;225;true;;BankID,EDS;67;0
95;654;;1;4;"{""processDefinitionId"":""subsidiesUkraine_ECP:1:1""}";;false;14;false;;BankID,EDS;50001;0
96;1;;28;4;"{""processDefinitionId"":""common_mvd_1_hand:1:1""}";;false;1;true;;BankID,EDS;50028;0
97;114;;1;4;"{""processDefinitionId"":""dvs_740:1:1""}";;false;128;true;;BankID,EDS;50001;0
98;4;109;;4;"{""processDefinitionId"":""cnap_293:1:1""}";;false;225;false;;BankID,EDS;109;0
99;1;;24;4;"{""processDefinitionId"":""common_mvd_1_hand:1:1""}";;false;1;true;;BankID,EDS;50024;0
100;655;;1;4;"{""processDefinitionId"":""dnepr_spravka_o_doxodax:1:1""}";;false;285;false;;BankID,EDS;50001;0
101;4;39;;4;"{""processDefinitionId"":""cnap_293:1:1""}";;false;225;false;;BankID,EDS;39;0
102;656;1;;4;"{""processDefinitionId"":""dnepr_mvd_2:1:1""}";;false;1;true;;BankID,EDS;1;0
103;657;26;;4;"{""processDefinitionId"":""khmelnitskij_mvk_2:1:1""}";;false;225;false;;BankID,EDS;26;0
104;658;;;1;{};http://menr.in.ua/;false;1;false;Для подання декларації Вам знадобляться електронно-цифровий підпис;BankID,EDS;;0
105;659;8;;4;"{""processDefinitionId"":""kuznetsovsk_mvk_2:1:1""}";;false;225;false;;BankID,EDS;8;0
106;96;8;;4;"{""processDefinitionId"":""kuznetsovsk_mvk_3:1:1""}";;false;1;false;;BankID,EDS;8;0
107;4;8;;4;"{""processDefinitionId"":""cnap_293:1:1""}";;false;225;false;;BankID,EDS;8;0
108;1516;43;;4;"{""processDefinitionId"":""Uzgorod_618:1:1""}";;false;225;false;;BankID,EDS;43;0
109;4;27;;4;"{""processDefinitionId"":""cnap_293:1:1""}";;false;212;false;;BankID,EDS;27;0
110;23;27;;4;"{""processDefinitionId"":""zhitomir_mvk_2:1:1""}";;false;225;false;;BankID,EDS;27;0
111;661;1;;4;"{""processDefinitionId"":""post_spravka_o_doxodax_pens:1:1""}";;false;1;false;;BankID,EDS;1;0
112;1398;182;;4;"{""processDefinitionId"":""dnepr_cnap_220:1:1""}";;false;225;false;;BankID,EDS;182;0
113;4;267;;4;"{""processDefinitionId"":""cnap_293:1:1""}";;false;212;false;;BankID,EDS;267;0
114;8;5;;4;"{""processDefinitionId"":""kalush_upszn_398:1:1""}";;false;14;false;;BankID,EDS;5;0
115;11;516;;4;"{""processDefinitionId"":""rda_360:1:1""}";;false;212;false;;BankID,EDS;516;0
116;524;33;;4;"{""processDefinitionId"":""chaes_654:1:1""}";;false;231;true;;BankID,EDS;33;0
117;525;33;;4;"{""processDefinitionId"":""chaes_651:1:1""}";;false;231;true;;BankID,EDS;33;0
118;526;33;;4;"{""processDefinitionId"":""chaes_653:1:1""}";;false;231;true;;BankID,EDS;33;0
119;667;149;;4;"{""processDefinitionId"":""dnepr_cnap_529_mode_worktime:1:1""}";;false;225;false;;BankID,EDS;149;0
120;667;8;;4;"{""processDefinitionId"":""dnepr_cnap_529_mode_worktime:1:1""}";;false;225;true;;BankID,EDS;8;0
121;57;;1;4;"{""processDefinitionId"":""_test_send_user:1:1""}";;false;1;true;;BankID,EDS,KK;50001;0
122;45;182;;4;"{""processDefinitionId"":""dnepr_cnap_234:1:1""}";;false;225;false;;BankID,EDS;182;0
123;1464;;1;4;"{""processDefinitionId"":""common_mreo_4:1:58""}";;false;12;false;;BankID,EDS;50001;0
124;667;102;;4;"{""processDefinitionId"":""dnepr_cnap_529_mode_worktime:1:1""}";;false;225;false;;BankID,EDS;102;0
125;29;1;;4;"{""processDefinitionId"":""dnepr_dms-89:1:1""}";;false;89;false;;BankID,EDS;1;0
126;26;1;;4;"{""processDefinitionId"":""dnepr_dms-89s:1:1""}";;false;89;false;;BankID,EDS;1;0
127;670;;1;4;"{""processDefinitionId"":""_test_mailer_ext:1:1""}";;false;1;false;;BankID,email,EDS,KK;50001;0
128;671;;;4;"{""processDefinitionId"":""_test_dependence_form:1:1""}";;false;1;false;;BankID,email,EDS,KK;;0
129;672;;;4;"{""processDefinitionId"":""_test_dnepr_mvd_1_auto:1:1""}";;false;1;false;;BankID,email,EDS,KK;;0
130;673;468;;4;"{""processDefinitionId"":""_test_print_form:1:1""}";;false;225;true;;BankID,email,EDS,KK;468;0
131;674;;;4;"{""processDefinitionId"":""_test_liqpay:1:1""}";;false;1;false;;BankID,email,EDS,KK;;0
132;675;9;;1;{};http://www.ap.lutsk.ua/info/service/byservicescope-1241/2683/details;false;1;false;Ви можете отримати послугу на порталі адміністративних послуг м.Луцьк;BankID,EDS;9;0
133;10;9;;1;{};http://www.ap.lutsk.ua/info/service/byservicescope-1241/2802/details;true;1;false;Ви можете отримати послугу на порталі адміністративних послуг м.Луцьк;BankID,EDS;9;0
134;145;;;1;{};http://map.land.gov.ua/;true;1;true;Ви можете отримати послугу через публічну кадастрову карту. Обов’язковою умовою отримання доступу до інформації є  електронна ідентифікація заявника з використанням електронного цифрового підпису або BankID;BankID,EDS;;0
135;677;9;;1;{};http://www.ap.lutsk.ua/info/service/byservicescope-1241/2543/details;false;1;false;Ви можете отримати послугу на порталі адміністративних послуг м.Луцьк;BankID,EDS;9;0
136;678;9;;1;{};http://www.ap.lutsk.ua/info/service/byservicescope-1241/2542/details;false;1;false;Ви можете отримати послугу на порталі адміністративних послуг м.Луцьк;BankID,EDS;9;0
137;24;9;;1;{};http://www.ap.lutsk.ua/info/service/byservicescope-1241/2632/details;false;1;false;Ви можете отримати послугу на порталі адміністративних послуг м.Луцьк;BankID,EDS;9;0
138;4;9;;1;{};http://www.ap.lutsk.ua/info/service/byservicescope-1241/2504/details;false;1;false;Ви можете отримати послугу на порталі адміністративних послуг м.Луцьк;BankID,EDS;9;0
139;681;9;;1;{};http://www.ap.lutsk.ua/info/service/byservicescope-1241/2507/details;false;1;false;Ви можете отримати послугу на порталі адміністративних послуг м.Луцьк;BankID,EDS;9;0
140;628;9;;1;{};http://www.ap.lutsk.ua/info/service/byservicescope-1241/2505/details;false;1;false;Ви можете отримати послугу на порталі адміністративних послуг м.Луцьк;BankID,EDS;9;0
141;682;9;;1;{};http://www.ap.lutsk.ua/info/service/byservicescope-1241/2639/details;false;1;false;Ви можете отримати послугу на порталі адміністративних послуг м.Луцьк;BankID,EDS;9;0
142;956;476;;4;"{""processDefinitionId"":""dnepr_cnap_238:1:1""}";;false;225;true;;BankID,EDS;476;0
143;456;203;;4;"{""processDefinitionId"":""nadDvirnyanska_rda_1b:1:1""}";;true;1;true;;BankID,EDS;203;0
144;45;28;;4;"{""processDefinitionId"":""dnepr_cnap_234:1:1""}";;false;225;false;;BankID,EDS;28;0
145;684;203;;4;"{""processDefinitionId"":""naDvirna_rda-2:1:1""}";;false;1;true;;BankID,EDS;203;0
146;685;4;;1;{};http://www.cnap.if.ua/posl/3745;false;1;false;Ви можете отримати послугу на порталі адміністративних послуг м.Івано-Франківська;BankID,EDS;4;0
147;4;4;;1;{};http://www.cnap.if.ua/posl/3434;false;1;false;Ви можете отримати послугу на порталі адміністративних послуг м.Івано-Франківська;BankID,EDS;4;0
148;686;4;;1;{};http://www.cnap.if.ua/posl/2010;false;1;false;Ви можете отримати послугу на порталі адміністративних послуг м.Івано-Франківська;BankID,EDS;4;0
149;9;4;;1;{};http://www.cnap.if.ua/posl/2011;false;1;false;Ви можете отримати послугу на порталі адміністративних послуг м.Івано-Франківська;BankID,EDS;4;0
150;687;4;;1;{};http://www.cnap.if.ua/posl/4064;false;1;false;Ви можете отримати послугу на порталі адміністративних послуг м.Івано-Франківська;BankID,EDS;4;0
151;688;;;4;"{""processDefinitionId"":""_test_Country:1:1""}";;false;1;false;;BankID,email,EDS,KK;;0
152;161;;15;4;"{""processDefinitionId"":""zaporoshye_oda_1:1:1""}";;false;1;false;;BankID,EDS;50015;0
153;1;;6;4;"{""processDefinitionId"":""common_mvd_1:1:58""}";;false;3;false;;BankID,EDS;50006;0
154;4;3;;1;{};https://egov.city-adm.lviv.ua/;false;1;false;Скористатися послугою можна на сайті порталу міста Львів. Для користування послугою треба буде увійти в систему через BankID або електронно-цифровий підпис;BankID,EDS;3;0
155;686;3;;1;{};https://egov.city-adm.lviv.ua/;false;1;false;Скористатися послугою можна на сайті порталу міста Львів. Для користування послугою треба буде увійти в систему через BankID або електронно-цифровий підпис;BankID,EDS;3;0
156;372;3;;1;{};https://egov.city-adm.lviv.ua/;false;1;false;Скористатися послугою можна на сайті порталу міста Львів. Для користування послугою треба буде увійти в систему через BankID або електронно-цифровий підпис;BankID,EDS;3;0
157;700;3;;1;{};https://egov.city-adm.lviv.ua/;false;1;false;Скористатися послугою можна на сайті порталу міста Львів. Для користування послугою треба буде увійти в систему через BankID або електронно-цифровий підпис;BankID,EDS;3;0
158;701;3;;1;{};https://egov.city-adm.lviv.ua/;false;1;false;Скористатися послугою можна на сайті порталу міста Львів. Для користування послугою треба буде увійти в систему через BankID або електронно-цифровий підпис;BankID,EDS;3;0
159;702;3;;1;{};https://egov.city-adm.lviv.ua/;false;1;false;Скористатися послугою можна на сайті порталу міста Львів. Для користування послугою треба буде увійти в систему через BankID або електронно-цифровий підпис;BankID,EDS;3;0
160;155;;;4;"{""processDefinitionId"":""_doc_test_justice_setTasks:1:1""}";;false;1;true;;BankID,EDS;;0
161;29;134;;4;"{""processDefinitionId"":""dnepr_dms-89:1:1""}";;false;225;false;;BankID,EDS;134;0
162;26;134;;4;"{""processDefinitionId"":""dnepr_dms-89s:1:1""}";;false;225;false;;BankID,EDS;134;0
163;24;134;;4;"{""processDefinitionId"":""dnepr_dms-294:1:1""}";;false;225;false;;BankID,EDS;134;0
164;184;134;;4;"{""processDefinitionId"":""dnepr_dms-212:1:1""}";;false;225;false;;BankID,EDS;134;0
165;185;134;;4;"{""processDefinitionId"":""dnepr_dms-212s:1:1""}";;false;225;false;;BankID,EDS;134;0
166;173;134;;4;"{""processDefinitionId"":""dnepr_dms-227:1:1""}";;false;225;false;;BankID,EDS;134;0
167;175;134;;4;"{""processDefinitionId"":""dnepr_dms-257:1:1""}";;false;225;false;;BankID,EDS;134;0
168;1431;134;;4;"{""processDefinitionId"":""dnepr_dms-272:1:1""}";;false;225;false;;BankID,EDS;134;0
169;174;134;;4;"{""processDefinitionId"":""dnepr_dms-272kr:1:1""}";;false;225;true;;BankID,EDS;134;0
170;178;134;;4;"{""processDefinitionId"":""dnepr_dms-280:1:1""}";;false;225;false;;BankID,EDS;134;0
171;1398;466;;4;"{""processDefinitionId"":""dnepr_cnap_220:1:1""}";;false;225;false;;BankID,EDS;466;0
172;1398;28;;4;"{""processDefinitionId"":""dnepr_cnap_220:1:1""}";;false;225;false;;BankID,EDS;28;0
173;157;28;;4;"{""processDefinitionId"":""dnepr_cnap_248:1:1""}";;false;225;false;;BankID,EDS;28;0
174;156;28;;4;"{""processDefinitionId"":""dnepr_cnap_244:1:1""}";;false;225;false;;BankID,EDS;28;0
175;178;472;;4;"{""processDefinitionId"":""dnepr_dms-280:1:1""}";;false;225;false;;BankID,EDS;472;0
176;1403;;1;1;{};https://e-contact.dp.gov.ua/feedback/;false;1;false;Ви можете отримати послугу на сайті контакт-центру Дніпропетровської ОДА;BankID,EDS;50001;0
177;140;26;;4;"{""processDefinitionId"":""dnepr_cnap_37:1:1""}";;false;225;false;;BankID,EDS;26;0
178;15;26;;4;"{""processDefinitionId"":""dnepr_cnap_184_otrimannya:1:1""}";;false;225;false;;BankID,EDS;26;0
179;142;283;;4;"{""processDefinitionId"":""dnepr_cnap_36:1:1""}";;false;212;false;;BankID,EDS;283;0
180;141;283;;4;"{""processDefinitionId"":""dnepr_cnap_38:1:1""}";;false;212;false;;BankID,EDS;283;0
